region,year,total_cases,case_change_vs_prev_year,pct_change_vs_prev_year,region_case_rank_in_year,high_crime_region
Busoga North,2023,5818,-390.0,-6.282216494845361,17.0,1
Busoga North,2023,6265,57.0,0.9181701030927836,17.0,0
Busoga North,2023,6499,291.0,4.6875,17.0,0
Busoga North,2023,5690,-518.0,-8.344072164948454,17.0,0
Busoga North,2023,6536,328.0,5.283505154639175,17.0,0
Busoga North,2023,6344,136.0,2.190721649484536,17.0,0
Busoga North,2023,5980,-228.0,-3.6726804123711343,17.0,0
Busoga North,2023,6395,187.0,3.0122422680412373,17.0,0
Busoga North,2023,6300,92.0,1.4819587628865978,17.0,0
Busoga North,2023,6322,114.0,1.8363402061855671,17.0,0
Busoga North,2023,6253,45.0,0.7248711340206185,17.0,1
Busoga North,2023,5934,-274.0,-4.413659793814433,17.0,0
Busoga North,2023,5986,-222.0,-3.5760309278350513,17.0,0
Busoga North,2023,6134,-74.0,-1.1920103092783505,17.0,0
Busoga North,2023,6222,14.0,0.22551546391752575,17.0,0
Busoga North,2023,6414,206.0,3.318298969072165,17.0,0
Busoga North,2023,6810,602.0,9.697164948453608,17.0,0
Busoga North,2022,7524,86.0,1.156224791610648,12.0,1
Busoga North,2022,7678,240.0,3.2266738370529713,12.0,1
Busoga North,2022,7765,327.0,4.396343102984673,12.0,1
Busoga North,2022,7706,268.0,3.6031191180424846,12.0,0
Busoga North,2022,7097,-341.0,-4.5845657434794305,12.0,1
Busoga North,2022,7942,504.0,6.7760150578112395,12.0,0
Busoga North,2022,7873,435.0,5.8483463296585105,12.0,1
Busoga North,2022,7487,49.0,0.6587792417316483,12.0,1
Busoga North,2022,7117,-321.0,-4.31567625705835,12.0,1
Busoga North,2022,7449,11.0,0.14788921753159454,12.0,1
Busoga North,2022,6857,-581.0,-7.811239580532401,12.0,1
Busoga North,2022,7997,559.0,7.515461145469213,12.0,0
Busoga North,2022,7204,-234.0,-3.1460069911266473,12.0,1
Busoga North,2022,7330,-108.0,-1.452003226673837,12.0,1
Busoga North,2022,7965,527.0,7.085237967195483,12.0,1
Busoga North,2022,6512,-926.0,-12.449583221296047,12.0,1
Busoga North,2022,7912,474.0,6.372680828179618,12.0,1
Busoga North,2022,7563,125.0,1.680559290131756,12.0,1
Busoga North,2022,8061,623.0,8.375907502016672,12.0,1
Busoga North,2022,7086,-352.0,-4.732454961011025,12.0,1
Busoga North,2021,6704,111.0,1.6836038222357046,12.0,1
Busoga North,2021,6283,-310.0,-4.701956620658274,12.0,1
Busoga North,2021,6955,362.0,5.490671924768694,12.0,1
Busoga North,2021,6942,349.0,5.293493098741089,12.0,1
Busoga North,2021,7173,580.0,8.797209161231608,12.0,1
Busoga North,2021,6592,-1.0,-0.015167602002123465,12.0,1
Busoga North,2021,7280,687.0,10.42014257545882,12.0,1
Busoga North,2021,6258,-335.0,-5.081146670711361,12.0,1
Busoga North,2021,6575,-18.0,-0.27301683603822235,12.0,1
Busoga North,2021,6269,-324.0,-4.914303048688002,12.0,1
Busoga North,2021,6657,64.0,0.9707265281359018,12.0,1
Busoga North,2021,6294,-299.0,-4.535112998634916,12.0,1
Busoga North,2021,6956,363.0,5.505839526770818,12.0,0
Busoga North,2021,6749,156.0,2.3661459123312607,12.0,1
Busoga North,2021,6232,-361.0,-5.475504322766571,12.0,1
Busoga North,2021,6868,275.0,4.171090550583953,12.0,1
Busoga North,2021,7117,524.0,7.947823449112695,12.0,1
Busoga North,2021,6782,189.0,2.8666767784013345,12.0,1
Busoga North,2021,6142,-451.0,-6.840588502957683,12.0,1
Busoga North,2021,6543,-50.0,-0.7583801001061733,12.0,1
Busoga North,2020,5695,194.0,3.526631521541538,18.0,1
Busoga North,2020,5434,-67.0,-1.2179603708416653,18.0,0
Busoga North,2020,5218,-283.0,-5.144519178331213,18.0,0
Busoga North,2020,5839,338.0,6.144337393201236,18.0,0
Busoga North,2020,5422,-79.0,-1.4361025268133067,18.0,0
Busoga North,2020,5938,437.0,7.944010179967279,18.0,0
Busoga North,2020,5358,-143.0,-2.5995273586620615,18.0,0
Busoga North,2020,5407,-94.0,-1.7087802217778587,18.0,0
Busoga North,2020,5337,-164.0,-2.981276131612434,18.0,0
Busoga North,2020,5455,-46.0,-0.8362115978912924,18.0,0
Busoga North,2020,5627,126.0,2.290492637702236,18.0,0
Busoga North,2020,5231,-270.0,-4.9081985093619345,18.0,0
Busoga North,2020,5183,-318.0,-5.7807671332485,18.0,0
Busoga North,2020,5036,-465.0,-8.453008543901108,18.0,0
Busoga North,2020,5007,-494.0,-8.980185420832576,18.0,0
Busoga North,2020,5128,-373.0,-6.7805853481185245,18.0,0
Busoga North,2020,5356,-145.0,-2.6358843846573348,18.0,0
Busoga North,2020,5549,48.0,0.8725686238865662,18.0,0
Busoga North,2020,5611,110.0,1.999636429740047,18.0,0
Busoga North,2020,5537,36.0,0.6544264679149245,18.0,0
Busoga North,2019,7588,513.0,7.250883392226148,14.0,1
Busoga North,2019,7714,639.0,9.031802120141343,14.0,1
Busoga North,2019,6976,-99.0,-1.3992932862190812,14.0,1
Busoga North,2019,6733,-342.0,-4.8339222614840995,14.0,1
Busoga North,2019,7840,765.0,10.812720848056538,14.0,1
Busoga North,2019,7496,421.0,5.950530035335689,14.0,1
Busoga North,2019,7466,391.0,5.5265017667844525,14.0,1
Busoga North,2019,6875,-200.0,-2.8268551236749118,14.0,0
Busoga North,2019,7379,304.0,4.296819787985866,14.0,1
Busoga North,2019,7124,49.0,0.6925795053003533,14.0,1
Busoga North,2019,7048,-27.0,-0.38162544169611307,14.0,1
Busoga North,2019,7048,-27.0,-0.38162544169611307,14.0,1
Busoga North,2019,7253,178.0,2.515901060070671,14.0,1
Busoga North,2019,7601,526.0,7.434628975265017,14.0,0
Busoga North,2019,7878,803.0,11.349823321554771,14.0,1
Busoga North,2019,6931,-144.0,-2.0353356890459366,14.0,1
Busoga North,2019,7144,69.0,0.9752650176678446,14.0,1
Busoga North,2019,7040,-35.0,-0.49469964664310956,14.0,1
Busoga North,2019,7229,154.0,2.176678445229682,14.0,1
Busoga North,2019,6179,-896.0,-12.664310954063604,14.0,1
Sipi,2024,6012,-68.0,-1.118421052631579,16.0,0
Sipi,2024,6702,622.0,10.230263157894736,16.0,0
Sipi,2024,5874,-206.0,-3.388157894736842,16.0,0
Sipi,2024,5957,-123.0,-2.023026315789474,16.0,0
Sipi,2024,5912,-168.0,-2.763157894736842,16.0,0
Sipi,2024,6035,-45.0,-0.7401315789473684,16.0,0
Sipi,2024,5687,-393.0,-6.463815789473684,16.0,0
Sipi,2024,5918,-162.0,-2.664473684210526,16.0,1
Sipi,2024,6209,129.0,2.1217105263157894,16.0,0
Sipi,2024,6207,127.0,2.088815789473684,16.0,0
Sipi,2024,6156,76.0,1.25,16.0,0
Sipi,2024,6500,420.0,6.907894736842106,16.0,0
Sipi,2024,6221,141.0,2.319078947368421,16.0,0
Sipi,2024,6489,409.0,6.726973684210526,16.0,0
Sipi,2024,6770,690.0,11.348684210526317,16.0,0
Sipi,2024,6350,270.0,4.440789473684211,16.0,0
Sipi,2024,5688,-392.0,-6.447368421052632,16.0,1
Sipi,2024,6168,88.0,1.4473684210526316,16.0,0
Sipi,2024,6122,42.0,0.6907894736842105,16.0,0
Sipi,2024,6562,482.0,7.927631578947368,16.0,0
Sipi,2023,7390,-42.0,-0.5651237890204521,12.0,1
Sipi,2023,7132,-300.0,-4.036598493003229,12.0,1
Sipi,2023,7254,-178.0,-2.3950484391819162,12.0,0
Sipi,2023,6965,-467.0,-6.283638320775027,12.0,1
Sipi,2023,6343,-1089.0,-14.652852529601724,12.0,1
Sipi,2023,8194,762.0,10.252960172228203,12.0,1
Sipi,2023,7438,6.0,0.08073196986006459,12.0,0
Sipi,2023,6996,-436.0,-5.866523143164693,12.0,0
Sipi,2023,8062,630.0,8.476856835306782,12.0,1
Sipi,2023,8137,705.0,9.486006458557588,12.0,1
Sipi,2023,7497,65.0,0.8745963401506996,12.0,1
Sipi,2023,6935,-497.0,-6.6872981700753495,12.0,0
Sipi,2023,7263,-169.0,-2.2739504843918192,12.0,1
Sipi,2023,7350,-82.0,-1.1033369214208828,12.0,1
Sipi,2023,7451,19.0,0.2556512378902045,12.0,1
Sipi,2023,7037,-395.0,-5.314854682454252,12.0,1
Sipi,2023,7795,363.0,4.884284176533908,12.0,0
Sipi,2023,6649,-783.0,-10.535522066738428,12.0,0
Sipi,2023,7860,428.0,5.7588805166846075,12.0,1
Sipi,2023,7947,515.0,6.9294940796555435,12.0,1
Sipi,2022,6429,-119.0,-1.8173488087965792,15.0,1
Sipi,2022,6526,-22.0,-0.3359804520464264,15.0,1
Sipi,2022,7048,500.0,7.6359193646915084,15.0,1
Sipi,2022,6765,217.0,3.313989004276115,15.0,1
Sipi,2022,6440,-108.0,-1.6493585827733657,15.0,1
Sipi,2022,6478,-70.0,-1.069028711056811,15.0,1
Sipi,2022,6715,167.0,2.550397067806964,15.0,1
Sipi,2022,7181,633.0,9.66707391569945,15.0,1
Sipi,2022,6488,-60.0,-0.916310323762981,15.0,1
Sipi,2022,6431,-117.0,-1.7868051313378133,15.0,1
Sipi,2022,6562,14.0,0.21380574221136223,15.0,1
Sipi,2022,6564,16.0,0.2443494196701283,15.0,1
Sipi,2022,6653,105.0,1.6035430665852168,15.0,1
Sipi,2022,6528,-20.0,-0.3054367745876604,15.0,1
Sipi,2022,6947,399.0,6.093463653023824,15.0,1
Sipi,2022,6260,-288.0,-4.398289554062309,15.0,1
Sipi,2022,6690,142.0,2.1686010995723883,15.0,1
Sipi,2022,6703,155.0,2.3671350030543676,15.0,0
Sipi,2022,6287,-261.0,-3.9859499083689673,15.0,1
Sipi,2022,6686,138.0,2.1075137446548564,15.0,1
Sipi,2021,4061,99.0,2.498738011105502,25.0,0
Sipi,2021,3468,-494.0,-12.468450277637556,25.0,0
Sipi,2021,3770,-192.0,-4.846037354871277,25.0,0
Sipi,2021,4284,322.0,8.12720848056537,25.0,0
Sipi,2021,3846,-116.0,-2.92781423523473,25.0,0
Sipi,2021,3729,-233.0,-5.880868248359414,25.0,0
Sipi,2021,3599,-363.0,-9.162039374053508,25.0,0
Sipi,2021,3753,-209.0,-5.275113579000505,25.0,0
Sipi,2021,3941,-21.0,-0.5300353356890459,25.0,0
Sipi,2021,3716,-246.0,-6.208985360928824,25.0,0
Sipi,2021,4096,134.0,3.382130237253912,25.0,1
Sipi,2021,3801,-161.0,-4.063604240282685,25.0,0
Sipi,2021,4027,65.0,1.6405855628470472,25.0,0
Sipi,2021,4249,287.0,7.243816254416961,25.0,0
Sipi,2021,4234,272.0,6.865219586067643,25.0,0
Sipi,2021,4024,62.0,1.5648662291771833,25.0,0
Sipi,2021,3741,-221.0,-5.57799091367996,25.0,0
Sipi,2021,3954,-8.0,-0.20191822311963653,25.0,0
Sipi,2021,4030,68.0,1.7163048965169108,25.0,0
Sipi,2021,4459,497.0,12.54416961130742,25.0,1
Sipi,2020,6352,-644.0,-9.205260148656375,14.0,1
Sipi,2020,6984,-12.0,-0.17152658662092624,14.0,0
Sipi,2020,7220,224.0,3.201829616923957,14.0,1
Sipi,2020,7039,43.0,0.6146369353916523,14.0,1
Sipi,2020,7077,81.0,1.1578044596912522,14.0,1
Sipi,2020,6731,-265.0,-3.787878787878788,14.0,1
Sipi,2020,7331,335.0,4.788450543167524,14.0,1
Sipi,2020,7014,18.0,0.2572898799313894,14.0,0
Sipi,2020,7076,80.0,1.1435105774728416,14.0,1
Sipi,2020,7371,375.0,5.3602058319039445,14.0,1
Sipi,2020,6891,-105.0,-1.5008576329331047,14.0,1
Sipi,2020,7454,458.0,6.5465980560320185,14.0,1
Sipi,2020,6551,-445.0,-6.360777587192682,14.0,1
Sipi,2020,7096,100.0,1.429388221841052,14.0,1
Sipi,2020,6710,-286.0,-4.088050314465408,14.0,1
Sipi,2020,6623,-373.0,-5.331618067467124,14.0,1
Sipi,2020,7667,671.0,9.59119496855346,14.0,0
Sipi,2020,6568,-428.0,-6.117781589479702,14.0,0
Sipi,2020,7020,24.0,0.34305317324185247,14.0,1
Sipi,2020,6543,-453.0,-6.475128644939966,14.0,1
Sipi,2019,5718,333.0,6.183844011142061,22.0,1
Sipi,2019,5278,-107.0,-1.9870009285051067,22.0,0
Sipi,2019,5672,287.0,5.329619312906221,22.0,0
Sipi,2019,5547,162.0,3.0083565459610027,22.0,1
Sipi,2019,6005,620.0,11.513463324048283,22.0,0
Sipi,2019,4986,-399.0,-7.4094707520891365,22.0,0
Sipi,2019,5122,-263.0,-4.88393686165274,22.0,0
Sipi,2019,5656,271.0,5.032497678737233,22.0,1
Sipi,2019,5475,90.0,1.6713091922005572,22.0,0
Sipi,2019,5323,-62.0,-1.1513463324048283,22.0,0
Sipi,2019,5936,551.0,10.23212627669452,22.0,0
Sipi,2019,5385,0.0,0.0,22.0,0
Sipi,2019,5175,-210.0,-3.8997214484679668,22.0,0
Sipi,2019,5676,291.0,5.403899721448468,22.0,0
Sipi,2019,5394,9.0,0.1671309192200557,22.0,0
Sipi,2019,5414,29.0,0.5385329619312906,22.0,0
Sipi,2019,5571,186.0,3.454038997214485,22.0,0
Sipi,2019,5582,197.0,3.6583101207056634,22.0,0
Sipi,2019,5119,-266.0,-4.939647168059425,22.0,0
Sipi,2019,5308,-77.0,-1.4298978644382545,22.0,0
Savannah,2024,5744,-424.0,-6.8741893644617384,14.0,1
Savannah,2024,6276,108.0,1.7509727626459144,14.0,1
Savannah,2024,6753,585.0,9.48443579766537,14.0,1
Savannah,2024,5875,-293.0,-4.750324254215305,14.0,1
Savannah,2024,5692,-476.0,-7.717250324254215,14.0,1
Savannah,2024,5972,-196.0,-3.1776913099870296,14.0,1
Savannah,2024,6095,-73.0,-1.1835278858625162,14.0,1
Savannah,2024,6397,229.0,3.7127107652399483,14.0,1
Savannah,2024,6063,-105.0,-1.7023346303501945,14.0,1
Savannah,2024,6282,114.0,1.8482490272373542,14.0,1
Savannah,2024,6014,-154.0,-2.496757457846952,14.0,1
Savannah,2024,6111,-57.0,-0.9241245136186771,14.0,1
Savannah,2024,5917,-251.0,-4.069390402075227,14.0,1
Savannah,2024,5824,-344.0,-5.577172503242543,14.0,1
Savannah,2024,6409,241.0,3.9072632944228274,14.0,1
Savannah,2024,6035,-133.0,-2.156290531776913,14.0,1
Savannah,2024,6305,137.0,2.221141374837873,14.0,1
Savannah,2024,5913,-255.0,-4.134241245136186,14.0,1
Savannah,2024,6170,2.0,0.03242542153047989,14.0,1
Savannah,2024,5524,-644.0,-10.440985732814527,14.0,1
Savannah,2023,7076,-130.0,-1.8040521787399388,14.0,1
Savannah,2023,6943,-263.0,-3.6497363308354154,14.0,1
Savannah,2023,7635,429.0,5.953372189841798,14.0,1
Savannah,2023,6752,-454.0,-6.30030530113794,14.0,1
Savannah,2023,7154,-52.0,-0.7216208714959755,14.0,1
Savannah,2023,7328,122.0,1.6930335831251735,14.0,1
Savannah,2023,7576,370.0,5.134610047182903,14.0,1
Savannah,2023,7520,314.0,4.357479877879545,14.0,1
Savannah,2023,7182,-24.0,-0.33305578684429643,14.0,0
Savannah,2023,7232,26.0,0.36081043574798777,14.0,1
Savannah,2023,7635,429.0,5.953372189841798,14.0,1
Savannah,2023,7175,-31.0,-0.4301970580072162,14.0,1
Savannah,2023,7270,64.0,0.8881487649181239,14.0,1
Savannah,2023,7648,442.0,6.133777407715792,14.0,1
Savannah,2023,8101,895.0,12.420205384401887,14.0,1
Savannah,2023,7301,95.0,1.31834582292534,14.0,1
Savannah,2023,7398,192.0,2.6644462947543714,14.0,1
Savannah,2023,7508,302.0,4.190951984457397,14.0,1
Savannah,2023,7644,438.0,6.078268109908409,14.0,1
Savannah,2023,7586,380.0,5.27338329170136,14.0,1
Savannah,2022,6922,-204.0,-2.862756104406399,14.0,1
Savannah,2022,7244,118.0,1.655907942744878,14.0,1
Savannah,2022,7505,379.0,5.318551782206006,14.0,1
Savannah,2022,7643,517.0,7.255122088127982,14.0,1
Savannah,2022,7075,-51.0,-0.7156890261015998,14.0,1
Savannah,2022,7235,109.0,1.5296098793151838,14.0,1
Savannah,2022,7277,151.0,2.1190008419870896,14.0,1
Savannah,2022,7140,14.0,0.19646365422396855,14.0,1
Savannah,2022,7226,100.0,1.4033118158854896,14.0,1
Savannah,2022,6366,-760.0,-10.665169800729721,14.0,1
Savannah,2022,8281,1155.0,16.208251473477407,14.0,1
Savannah,2022,7948,822.0,11.535223126578725,14.0,1
Savannah,2022,7061,-65.0,-0.9121526803255684,14.0,1
Savannah,2022,7088,-38.0,-0.5332584900364862,14.0,1
Savannah,2022,6542,-584.0,-8.19534100477126,14.0,1
Savannah,2022,6489,-637.0,-8.93909626719057,14.0,1
Savannah,2022,7303,177.0,2.483861914117317,14.0,1
Savannah,2022,7507,381.0,5.346618018523716,14.0,1
Savannah,2022,7431,305.0,4.280101038450744,14.0,1
Savannah,2022,6830,-296.0,-4.1538029750210494,14.0,1
Savannah,2021,5488,209.0,3.959083159689335,18.0,0
Savannah,2021,5246,-33.0,-0.6251183936351582,18.0,1
Savannah,2021,5181,-98.0,-1.8564121992801668,18.0,0
Savannah,2021,4923,-356.0,-6.743701458609586,18.0,1
Savannah,2021,5090,-189.0,-3.5802235271831786,18.0,0
Savannah,2021,5416,137.0,2.595188482667172,18.0,1
Savannah,2021,5363,84.0,1.5912104565258574,18.0,0
Savannah,2021,5323,44.0,0.8334911915135442,18.0,0
Savannah,2021,4704,-575.0,-10.892214434551999,18.0,0
Savannah,2021,5326,47.0,0.8903201363894677,18.0,0
Savannah,2021,5124,-155.0,-2.9361621519227126,18.0,1
Savannah,2021,5365,86.0,1.629096419776473,18.0,0
Savannah,2021,5609,330.0,6.251183936351581,18.0,0
Savannah,2021,5160,-119.0,-2.254214813411631,18.0,0
Savannah,2021,5306,27.0,0.5114605038833112,18.0,0
Savannah,2021,5818,539.0,10.210267096040917,18.0,0
Savannah,2021,5352,73.0,1.382837658647471,18.0,0
Savannah,2021,5273,-6.0,-0.11365788975184693,18.0,0
Savannah,2021,5064,-215.0,-4.072741049441182,18.0,0
Savannah,2021,5496,217.0,4.110627012691798,18.0,0
Savannah,2020,4037,-208.0,-4.899882214369847,23.0,1
Savannah,2020,4521,276.0,6.501766784452297,23.0,0
Savannah,2020,4386,141.0,3.3215547703180213,23.0,0
Savannah,2020,4127,-118.0,-2.7797408716136633,23.0,0
Savannah,2020,4079,-166.0,-3.910482921083628,23.0,1
Savannah,2020,4083,-162.0,-3.816254416961131,23.0,0
Savannah,2020,3869,-376.0,-8.857479387514724,23.0,0
Savannah,2020,4345,100.0,2.3557126030624262,23.0,0
Savannah,2020,3804,-441.0,-10.3886925795053,23.0,0
Savannah,2020,4226,-19.0,-0.44758539458186103,23.0,0
Savannah,2020,4213,-32.0,-0.7538280329799765,23.0,0
Savannah,2020,4175,-70.0,-1.6489988221436984,23.0,0
Savannah,2020,4343,98.0,2.308598351001178,23.0,0
Savannah,2020,4128,-117.0,-2.756183745583039,23.0,0
Savannah,2020,4283,38.0,0.8951707891637221,23.0,1
Savannah,2020,4521,276.0,6.501766784452297,23.0,0
Savannah,2020,4369,124.0,2.921083627797409,23.0,0
Savannah,2020,4157,-88.0,-2.0730270906949353,23.0,0
Savannah,2020,4246,1.0,0.023557126030624265,23.0,0
Savannah,2020,4175,-70.0,-1.6489988221436984,23.0,0
Savannah,2019,5879,-49.0,-0.8265856950067476,16.0,0
Savannah,2019,5990,62.0,1.0458839406207827,16.0,0
Savannah,2019,5516,-412.0,-6.950067476383266,16.0,0
Savannah,2019,5453,-475.0,-8.012820512820513,16.0,0
Savannah,2019,5663,-265.0,-4.470310391363022,16.0,0
Savannah,2019,6080,152.0,2.564102564102564,16.0,0
Savannah,2019,6122,194.0,3.2726045883940618,16.0,0
Savannah,2019,6168,240.0,4.048582995951417,16.0,0
Savannah,2019,5674,-254.0,-4.284750337381917,16.0,0
Savannah,2019,5956,28.0,0.47233468286099867,16.0,0
Savannah,2019,5814,-114.0,-1.9230769230769231,16.0,0
Savannah,2019,5891,-37.0,-0.6241565452091767,16.0,0
Savannah,2019,5809,-119.0,-2.007422402159244,16.0,0
Savannah,2019,6007,79.0,1.332658569500675,16.0,0
Savannah,2019,5729,-199.0,-3.356950067476383,16.0,0
Savannah,2019,6275,347.0,5.85357624831309,16.0,0
Savannah,2019,6278,350.0,5.904183535762483,16.0,1
Savannah,2019,6070,142.0,2.395411605937922,16.0,0
Savannah,2019,6235,307.0,5.178812415654521,16.0,0
Savannah,2019,5506,-422.0,-7.1187584345479085,16.0,0
West Nile,2024,6475,377.0,6.182354870449328,15.0,1
West Nile,2024,6213,115.0,1.8858642177763203,15.0,1
West Nile,2024,5910,-188.0,-3.082978025582158,15.0,1
West Nile,2024,5881,-217.0,-3.5585437848474912,15.0,1
West Nile,2024,6588,490.0,8.035421449655624,15.0,1
West Nile,2024,6350,252.0,4.132502459822892,15.0,1
West Nile,2024,6052,-46.0,-0.7543456871105281,15.0,1
West Nile,2024,5661,-437.0,-7.166284027550017,15.0,1
West Nile,2024,6493,395.0,6.4775336175795335,15.0,0
West Nile,2024,5760,-338.0,-5.542800918333881,15.0,1
West Nile,2024,5986,-112.0,-1.8366677599212857,15.0,1
West Nile,2024,6051,-47.0,-0.7707445063955395,15.0,1
West Nile,2024,5877,-221.0,-3.6241390619875373,15.0,1
West Nile,2024,6038,-60.0,-0.9839291571006887,15.0,1
West Nile,2024,6095,-3.0,-0.04919645785503444,15.0,1
West Nile,2024,6032,-66.0,-1.0823220728107577,15.0,1
West Nile,2024,6195,97.0,1.5906854706461133,15.0,1
West Nile,2024,6602,504.0,8.265004919645785,15.0,1
West Nile,2024,5674,-424.0,-6.953099376844866,15.0,1
West Nile,2024,6146,48.0,0.787143325680551,15.0,1
West Nile,2023,7190,-418.0,-5.494216614090431,11.0,1
West Nile,2023,7046,-562.0,-7.3869610935856995,11.0,1
West Nile,2023,7969,361.0,4.745005257623554,11.0,0
West Nile,2023,7700,92.0,1.2092534174553102,11.0,1
West Nile,2023,7024,-584.0,-7.676130389064142,11.0,1
West Nile,2023,7533,-75.0,-0.9858044164037855,11.0,1
West Nile,2023,6906,-702.0,-9.227129337539433,11.0,1
West Nile,2023,7269,-339.0,-4.455835962145111,11.0,1
West Nile,2023,6772,-836.0,-10.988433228180861,11.0,1
West Nile,2023,7546,-62.0,-0.8149316508937959,11.0,1
West Nile,2023,7871,263.0,3.456887486855941,11.0,1
West Nile,2023,7829,221.0,2.9048370136698214,11.0,1
West Nile,2023,7458,-150.0,-1.971608832807571,11.0,1
West Nile,2023,7989,381.0,5.007886435331231,11.0,1
West Nile,2023,8138,530.0,6.966351209253417,11.0,1
West Nile,2023,7878,270.0,3.548895899053628,11.0,1
West Nile,2023,7396,-212.0,-2.786540483701367,11.0,1
West Nile,2023,7558,-50.0,-0.6572029442691903,11.0,1
West Nile,2023,8222,614.0,8.070452155625658,11.0,1
West Nile,2023,7485,-123.0,-1.6167192429022081,11.0,1
West Nile,2022,7753,220.0,2.9204832072215585,11.0,1
West Nile,2022,7255,-278.0,-3.6904287800345146,11.0,1
West Nile,2022,7913,380.0,5.044470994291784,11.0,1
West Nile,2022,7214,-319.0,-4.23470065047126,11.0,1
West Nile,2022,7500,-33.0,-0.43807248108323377,11.0,1
West Nile,2022,7739,206.0,2.7346342758529136,11.0,1
West Nile,2022,8231,698.0,9.265896721093855,11.0,1
West Nile,2022,7617,84.0,1.1150935882118678,11.0,1
West Nile,2022,7434,-99.0,-1.3142174432497014,11.0,0
West Nile,2022,7406,-127.0,-1.6859153059869907,11.0,0
West Nile,2022,7894,361.0,4.792247444577194,11.0,1
West Nile,2022,7707,174.0,2.309836718438869,11.0,1
West Nile,2022,7785,252.0,3.345280764635603,11.0,1
West Nile,2022,8108,575.0,7.633081109783618,11.0,1
West Nile,2022,7555,22.0,0.29204832072215586,11.0,1
West Nile,2022,7679,146.0,1.9381388557015797,11.0,1
West Nile,2022,7401,-132.0,-1.752289924332935,11.0,1
West Nile,2022,7242,-291.0,-3.8630027877339703,11.0,1
West Nile,2022,7308,-225.0,-2.986857825567503,11.0,1
West Nile,2022,6632,-901.0,-11.960706225939202,11.0,1
West Nile,2021,7147,187.0,2.6867816091954024,11.0,1
West Nile,2021,7109,149.0,2.140804597701149,11.0,1
West Nile,2021,7139,179.0,2.57183908045977,11.0,1
West Nile,2021,6669,-291.0,-4.181034482758621,11.0,1
West Nile,2021,6757,-203.0,-2.9166666666666665,11.0,0
West Nile,2021,6747,-213.0,-3.060344827586207,11.0,1
West Nile,2021,7348,388.0,5.574712643678161,11.0,1
West Nile,2021,7024,64.0,0.9195402298850575,11.0,1
West Nile,2021,6977,17.0,0.2442528735632184,11.0,1
West Nile,2021,7227,267.0,3.836206896551724,11.0,0
West Nile,2021,6748,-212.0,-3.045977011494253,11.0,1
West Nile,2021,7086,126.0,1.810344827586207,11.0,1
West Nile,2021,7661,701.0,10.07183908045977,11.0,1
West Nile,2021,7409,449.0,6.451149425287356,11.0,1
West Nile,2021,7080,120.0,1.7241379310344827,11.0,1
West Nile,2021,6990,30.0,0.43103448275862066,11.0,1
West Nile,2021,7136,176.0,2.528735632183908,11.0,1
West Nile,2021,7463,503.0,7.227011494252873,11.0,1
West Nile,2021,7434,474.0,6.810344827586206,11.0,1
West Nile,2021,7530,570.0,8.189655172413794,11.0,1
West Nile,2020,8578,102.0,1.2033978291647005,9.0,1
West Nile,2020,7593,-883.0,-10.417649834827749,9.0,1
West Nile,2020,9291,815.0,9.615384615384617,9.0,1
West Nile,2020,8147,-329.0,-3.8815478999528077,9.0,1
West Nile,2020,7638,-838.0,-9.886739027843323,9.0,1
West Nile,2020,8794,318.0,3.751769702689948,9.0,1
West Nile,2020,7600,-876.0,-10.335063709296838,9.0,1
West Nile,2020,8488,12.0,0.14157621519584712,9.0,0
West Nile,2020,7595,-881.0,-10.394053798961775,9.0,1
West Nile,2020,8340,-136.0,-1.6045304388862671,9.0,0
West Nile,2020,9172,696.0,8.21142048135913,9.0,1
West Nile,2020,8628,152.0,1.7932987258140631,9.0,0
West Nile,2020,8483,7.0,0.08258612553091081,9.0,1
West Nile,2020,8676,200.0,2.3596035865974514,9.0,1
West Nile,2020,7329,-1147.0,-13.532326569136385,9.0,0
West Nile,2020,8209,-267.0,-3.1500707881075978,9.0,1
West Nile,2020,8269,-207.0,-2.4421897121283624,9.0,1
West Nile,2020,8744,268.0,3.1618688060405855,9.0,1
West Nile,2020,8058,-418.0,-4.931571495988674,9.0,0
West Nile,2020,8560,84.0,0.9910335063709298,9.0,0
West Nile,2019,5735,-23.0,-0.399444251476207,18.0,0
West Nile,2019,5591,-167.0,-2.9003126085446334,18.0,0
West Nile,2019,5608,-150.0,-2.6050712052796112,18.0,0
West Nile,2019,5732,-26.0,-0.45154567558179926,18.0,0
West Nile,2019,5224,-534.0,-9.274053490795415,18.0,0
West Nile,2019,5983,225.0,3.907606807919416,18.0,0
West Nile,2019,5533,-225.0,-3.907606807919416,18.0,0
West Nile,2019,5683,-75.0,-1.3025356026398056,18.0,0
West Nile,2019,6218,460.0,7.988885029524139,18.0,0
West Nile,2019,5988,230.0,3.9944425147620697,18.0,0
West Nile,2019,5426,-332.0,-5.765890934352206,18.0,0
West Nile,2019,4940,-818.0,-14.206321639458144,18.0,0
West Nile,2019,5906,148.0,2.5703369225425496,18.0,1
West Nile,2019,5694,-64.0,-1.1114970475859673,18.0,0
West Nile,2019,5816,58.0,1.0072941993747828,18.0,0
West Nile,2019,5978,220.0,3.8207711010767627,18.0,0
West Nile,2019,6026,268.0,4.654393886766238,18.0,0
West Nile,2019,5638,-120.0,-2.084056964223689,18.0,0
West Nile,2019,5727,-31.0,-0.538381382424453,18.0,0
